Business_id,top1,top2,top3
Otn5tFO58w8FQz0TwCJTvA,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service
OuRmSRMJMgbKWkB0IcUveA,66 % of the reviews are talking about the food quality,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
OyKnPzSQUB_s_qET9ul1qA,40 % of the reviews are talking about the Service,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality
OyUfEt9E5LuGg66_ciGVwg,100 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
P6zYuNINXKKm5AZ8P5exmQ,54 % of the reviews are talking about the food quality,27 % of the reviews are talking about the Service,"18 % are talking about other attributes like waiting time, price, ambience and cleanliness."
PFjw4FudvsC5PgbmBx3PFg,60 % of the reviews are talking about the Service,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
PGJLirDJJy3txBB7JVgs7Q,75 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
PM2u75n_bJA_hvWcvko_tA,50 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
P_ilOWgHj2DMSSZSDtvzbg,50 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
PepLYiTk-2j6Nb8JFVT9gQ,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
PfF1y2H7J5QxeQkwr_91xA,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
PmQqj0wAnraXPuPSZCzEZQ,"44 % are talking about other attributes like waiting time, price, ambience and cleanliness.",35 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality
PmkXtqIcjQGpNShB8yTSrA,"42 % are talking about other attributes like waiting time, price, ambience and cleanliness.",28 % of the reviews are talking about the food quality,28 % of the reviews are talking about the Service
PpreEj90GJUDm7LHI6kPOA,"52 % are talking about other attributes like waiting time, price, ambience and cleanliness.",29 % of the reviews are talking about the Service,17 % of the reviews are talking about the food quality
Q17zQBhfq9AKmvSmhDhjlA,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
Q1LrCiy0D6uqliWKe-BxtQ,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Q1dRbSP425_w1B7KGqj5sw,66 % of the reviews are talking about the food quality,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
Q85C-Y6nMrKekLa-kCN8tw,44 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"22 % are talking about other attributes like waiting time, price, ambience and cleanliness."
QBh70QudGmFswwhIRCsS2w,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
QCnT5MdeWrbZ2SjvDY4_cQ,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
QMaaLfedGzNhHz6PZKAUkw,48 % of the reviews are talking about the Service,31 % of the reviews are talking about the food quality,"19 % are talking about other attributes like waiting time, price, ambience and cleanliness."
QNx8JaWjmMUaKDY-tQrXhQ,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
QSCDR9RBTVyTw7p_Nbq1Xg,47 % of the reviews are talking about the Service,36 % of the reviews are talking about the food quality,"15 % are talking about other attributes like waiting time, price, ambience and cleanliness."
QcV8KIPKbGRnWQPql55bKQ,41 % of the reviews are talking about the food quality,38 % of the reviews are talking about the Service,"19 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Qe9LBkscg4oxrNcx-ypdqg,57 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Qk49X8OrbzbG5Qa7VXhV2w,63 % of the reviews are talking about the Service,18 % of the reviews are talking about the food quality,"18 % are talking about other attributes like waiting time, price, ambience and cleanliness."
QkG3KUXwqZBW18A9k1xqCA,38 % of the reviews are talking about the food quality,38 % of the reviews are talking about the Service,"22 % are talking about other attributes like waiting time, price, ambience and cleanliness."
QlzrA_Xirb761oEbUZ-0Nw,40 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness."
QprhQn2o-KbsfG1yKRmEmQ,66 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
QvEoE_oGwHPXvw5IylllNg,"51 % are talking about other attributes like waiting time, price, ambience and cleanliness.",24 % of the reviews are talking about the food quality,24 % of the reviews are talking about the Service
QylMuwQjVHo5ElzNLw9gpg,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
R6cWq0FkVfV_Ee-YttlPyA,"46 % are talking about other attributes like waiting time, price, ambience and cleanliness.",29 % of the reviews are talking about the Service,23 % of the reviews are talking about the food quality
R7Aq67tp9Ey_V9tGr_oceg,46 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"23 % are talking about other attributes like waiting time, price, ambience and cleanliness."
RE4QDOrYgLYsj2TgygjyyA,"54 % are talking about other attributes like waiting time, price, ambience and cleanliness.",27 % of the reviews are talking about the food quality,18 % of the reviews are talking about the Service
RF00Ffo8ggH68EEn3xeUOQ,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
RJ5XMnAxp0DC4h4dcCECsA,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality,13 % of the reviews are talking about the Service
RQ07VP-YioitUWlM-PbIFA,"60 % are talking about other attributes like waiting time, price, ambience and cleanliness.",40 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
R_U8YA_SVt_3z_f6_jEPtA,50 % of the reviews are talking about the food quality,50 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Rgc-qiwjKqxi_au8NibW9A,60 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
RhleYhdR670avsJTp7MMUw,56 % of the reviews are talking about the food quality,30 % of the reviews are talking about the Service,"13 % are talking about other attributes like waiting time, price, ambience and cleanliness."
RoJ9SBgzyNYlJliyG6YIew,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
RpSo3IF05gZJdZcvrVntJA,40 % of the reviews are talking about the Service,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality
